Current_Word,Next_Word,Levenshtein_Distance
ability,games,7
games,sims,3
sims,others,5
others,capture,6
capture,interest,6
interest,adolescent,7
adolescent,audiences,6
audiences,ripe,7
ripe,exploitation,11
exploitation,hard,11
hard,part,2
part,learning,6
learning,language,6
language,said,7
said,mr,4
mr,purushotma,9
purushotma,basic,9
basic,parts,4
parts,learning,6
learning,different,8
different,words,8
words,refer,5
refer,used,4
used,build,3
build,sentences,9
sentences,boring,8
boring,lessons,6
lessons,drumming,7
drumming,vocabulary,10
vocabulary,pupils,9
pupils,couched,6
couched,terms,7
terms,understand,8
understand,made,8
made,many,2
many,languages,7
languages,far,8
far,harder,4
harder,learn,5
learn,way,4
way,often,5
often,teach,5
teach,foreign,6
foreign,languages,8
languages,right,8
right,somewhat,6
somewhat,akin,8
akin,learning,5
learning,ride,6
ride,bike,2
bike,formally,8
formally,studying,8
studying,gravity,7
gravity,said,5
said,contrast,7
contrast,said,7
said,mr,4
mr,purushotma,9
purushotma,learning,10
learning,via,7
via,something,8
something,like,8
like,sims,3
sims,may,4
may,mean,2
mean,students,7
students,feel,7
feel,like,4
like,studying,7
studying,sims,6
sims,rely,4
rely,solely,3
solely,words,5
words,get,5
get,information,10
information,across,10
across,players,6
players,instead,6
instead,actions,7
actions,computer,8
computer,controlled,7
controlled,people,7
people,interact,7
interact,world,7
world,often,5
often,makes,4
makes,clear,5
clear,going,5
going,incidental,8
incidental,information,8
information,sim,10
sim,could,5
could,reinforce,8
reinforce,player,8
player,student,6
student,supposed,7
supposed,learning,8
learning,said,6
said,mr,4
mr,purushotma,9
purushotma,contrast,9
contrast,many,7
many,language,6
language,lessons,7
lessons,try,7
try,impart,5
impart,information,8
information,tongue,10
tongue,little,5
little,context,6
context,instance,7
instance,said,6
said,version,6
version,sims,5
sims,adapted,7
adapted,teach,6
teach,german,5
german,player,6
player,misunderstood,11
misunderstood,meant,10
meant,word,5
word,energie,6
energie,actions,7
actions,tired,5
tired,sim,4
sim,stumbling,7
stumbling,falling,5
falling,asleep,5
asleep,would,6
would,illustrate,9
illustrate,meaning,10
meaning,necessary,8
necessary,detailed,8
detailed,textual,6
textual,information,10
information,could,10
could,called,3
called,upon,6
upon,aid,4
aid,players,6
players,students,6
students,understanding,10
understanding,one,11
one,drawbacks,9
drawbacks,sims,8
sims,said,3
said,mr,4
mr,purushotma,9
purushotma,lack,10
lack,spoken,5
spoken,language,8
language,help,8
help,people,4
people,brush,6
brush,pronunciation,11
pronunciation,however,12
however,online,6
online,versions,6
versions,sims,5
sims,people,6
people,move,4
move,meet,3
meet,neighbours,9
neighbours,get,9
get,know,4
know,local,5
local,town,4
town,could,4
could,adapted,6
adapted,help,6
help,although,7
although,wishing,6
wishing,claim,6
claim,first,5
first,suggest,5
suggest,using,6
using,game,5
game,help,4
help,people,4
people,learn,5
learn,mr,4
mr,purushotma,9
purushotma,believes,10
believes,educationalists,13
educationalists,missed,13
missed,potential,9
potential,help,8
help,getting,6
getting,simulated,9
simulated,person,9
person,perform,3
perform,everyday,6
everyday,activities,10
activities,make,9
make,believe,6
believe,world,7
world,described,7
described,foreign,8
foreign,language,7
language,could,7
could,powerful,6
powerful,learning,8
learning,aid,6
aid,believes,7
believes,said,7
said,educational,9
educational,software,10
software,titles,7
titles,suffer,5
suffer,comparison,9
comparison,slick,9
slick,graphics,6
graphics,rich,5
rich,worlds,5
worlds,found,4
found,games,5
games,said,4
said,using,4
using,pre,5
pre,prepared,5
prepared,game,6
game,worlds,6
worlds,sims,5
sims,never,5
never,easier,4
easier,tools,6
tools,made,5
made,creators,7
creators,fans,6
fans,make,3
make,easy,3
easy,modify,5
modify,almost,6
almost,part,5
part,game,3
game,could,5
could,make,5
make,easy,3
easy,teachers,6
teachers,adapt,7
adapt,parts,4
parts,game,4
game,lessons,7
lessons,m,7
m,hoping,6
hoping,re,6
re,create,4
create,well,5
well,polished,7
polished,german,8
german,learning,5
learning,mod,8
mod,sequel,6
sequel,summer,4
summer,told,6
told,bbc,4
bbc,news,4
news,website,5
website,m,7
m,encouraged,10
encouraged,hear,9
hear,others,4
others,thinking,7
thinking,experimenting,8
experimenting,japanese,11
japanese,spanish,4
spanish,earlier,6
earlier,work,6
work,colleague,8
colleague,using,8
using,civilisation,10
civilisation,iii,9
iii,teach,5
teach,students,6
students,history,8
history,showed,6
showed,could,4
could,powerful,6
powerful,way,7
way,get,3
get,realise,6
realise,solving,6
solving,society,5
society,problems,6
problems,always,7
always,come,6
come,making,6
making,single,5
single,change,4
change,report,6
report,experiment,7
experiment,said,9
said,students,6
students,began,7
began,asking,5
asking,historical,8
historical,geographical,8
geographical,questions,11
questions,context,8
context,game,6
game,play,4
play,using,5
using,geography,9
geography,history,8
history,tools,6
tools,game,5
game,drawing,6
drawing,inferences,9
inferences,social,10
social,phenomena,8
phenomena,based,8
based,play,5
play,mr,4
mr,purushotma,9
purushotma,ideas,9
ideas,aired,4
aired,article,5
article,journal,7
journal,language,7
language,learning,6
learning,technology,7
technology,,10
peer,peer,0
peer,nets,3
nets,stay,4
stay,peer,4
peer,peer,0
peer,p2p,3
p2p,networks,8
networks,stay,7
stay,verge,5
verge,exploited,8
exploited,commercial,10
commercial,media,6
media,firms,5
firms,says,4
says,panel,4
panel,industry,8
industry,experts,7
experts,several,5
several,high,7
high,profile,6
profile,legal,6
legal,cases,5
cases,file,4
file,sharers,6
sharers,resolved,7
resolved,year,7
year,firms,5
firms,keen,5
keen,try,4
try,make,4
make,money,3
money,p2p,5
p2p,technology,10
technology,expert,9
expert,panel,5
panel,probed,4
probed,future,6
future,p2p,6
p2p,consumer,8
consumer,electronics,10
electronics,show,10
show,las,4
las,vegas,3
vegas,earlier,7
earlier,january,6
january,first,7
first,convictions,10
convictions,p2p,11
p2p,piracy,5
piracy,handed,6
handed,us,6
us,january,6
january,william,7
william,trowbridge,9
trowbridge,michael,10
michael,chicoine,6
chicoine,pleaded,8
pleaded,guilty,7
guilty,charges,7
charges,infringed,6
infringed,copyright,7
copyright,illegally,9
illegally,sharing,9
sharing,music,6
music,movies,4
movies,software,7
software,since,6
since,first,4
first,successful,9
successful,file,9
file,sharing,6
sharing,network,7
network,napster,6
napster,forced,6
forced,close,5
close,entertainment,12
entertainment,industry,11
industry,nervous,7
nervous,critical,8
critical,p2p,8
p2p,technology,10
technology,blaming,9
blaming,falling,4
falling,sales,5
sales,piracy,6
piracy,going,6
going,change,4
change,soon,5
soon,according,7
according,panel,9
panel,music,5
music,film,5
film,industries,9
industries,started,7
started,big,7
big,legal,4
legal,cases,5
cases,owners,4
owners,legitimate,10
legitimate,p2p,10
p2p,networks,8
networks,illegal,8
illegal,individuals,8
individuals,accused,10
accused,distributing,11
distributing,pirated,9
pirated,content,6
content,networks,8
networks,slowly,7
slowly,realised,7
realised,p2p,8
p2p,good,4
good,way,4
way,distribute,10
distribute,content,8
content,said,7
said,travis,4
travis,kalanick,6
kalanick,founder,7
founder,chairman,8
chairman,p2p,8
p2p,network,7
network,red,6
red,swoosh,6
swoosh,soon,3
soon,going,3
going,want,4
want,slice,5
slice,waiting,6
waiting,come,7
come,business,7
business,models,6
models,work,5
work,includes,8
includes,digital,8
digital,rights,4
rights,management,9
management,copy,10
copy,protection,9
protection,standards,10
standards,legal,8
legal,actions,7
actions,resolved,8
resolved,experimentation,13
experimentation,p2p,14
p2p,cannot,6
cannot,happen,5
happen,said,5
said,michael,6
michael,weiss,7
weiss,president,7
president,streamcast,7
streamcast,networks,9
networks,remembering,9
remembering,furore,10
furore,around,5
around,vcrs,6
vcrs,first,3
first,came,5
came,mr,3
mr,weiss,5
weiss,said,4
said,old,3
old,media,4
media,always,6
always,tries,5
tries,stop,5
stop,new,4
new,media,4
media,stop,5
stop,try,3
try,control,5
control,figure,6
figure,make,5
make,money,3
money,always,5
always,make,5
make,lot,4
lot,money,4
money,courts,5
courts,decided,7
decided,vcr,6
vcr,illegal,7
illegal,technology,9
technology,film,9
film,studios,6
studios,turned,5
turned,extremely,7
extremely,lucrative,8
lucrative,business,8
business,august,6
august,2004,6
2004,san,4
san,francisco,7
francisco,based,7
based,us,4
us,court,4
court,appeals,7
appeals,ruled,6
ruled,favour,6
favour,grokster,7
grokster,streamcast,9
streamcast,two,9
two,file,4
file,sharing,6
sharing,networks,8
networks,court,7
court,said,5
said,essentially,9
essentially,position,8
position,sony,6
sony,1980s,5
1980s,vcr,5
vcr,battle,6
battle,said,5
said,networks,8
networks,could,7
could,deemed,5
deemed,illegal,6
illegal,p2p,7
p2p,networks,8
networks,usually,8
usually,rely,5
rely,dedicated,8
dedicated,servers,8
servers,transfer,7
transfer,files,7
files,instead,6
instead,uses,5
uses,direct,5
direct,connections,8
connections,computers,7
computers,clients,6
clients,many,6
many,different,8
different,types,8
types,p2p,4
p2p,systems,7
systems,work,7
work,different,8
different,ways,9
ways,p2p,4
p2p,nets,4
nets,used,4
used,share,5
share,kind,5
kind,file,3
file,like,2
like,photos,6
photos,free,6
free,software,6
software,licensed,8
licensed,music,7
music,digital,6
digital,content,7
content,bbc,7
bbc,already,7
already,decided,7
decided,embrace,7
embrace,technology,9
technology,aims,10
aims,offer,5
offer,programmes,8
programmes,download,9
download,year,7
year,use,4
use,p2p,3
p2p,technology,10
technology,distribute,10
distribute,files,9
files,would,5
would,locked,4
locked,seven,5
seven,days,5
days,programme,8
programme,aired,8
aired,making,5
making,rights,6
rights,management,9
management,easier,8
easier,control,7
control,technology,7
technology,still,9
still,demonised,8
demonised,misunderstood,10
misunderstood,many,11
many,global,6
global,entertainment,12
entertainment,industry,11
industry,says,7
says,2,4
2,6,1
6,billion,7
billion,copyrighted,10
copyrighted,music,10
music,files,5
files,downloaded,8
downloaded,every,10
every,month,5
month,half,5
half,million,6
million,films,5
films,downloaded,9
downloaded,day,8
day,legal,4
legal,music,5
music,download,8
download,services,8
services,like,6
like,apple,4
apple,itunes,5
itunes,napster,6
napster,rushed,5
rushed,music,4
music,marketplace,9
marketplace,try,10
try,lure,3
lure,file,3
file,sharers,6
sharers,away,6
away,free,4
free,content,6
content,sales,6
sales,legally,5
legally,downloaded,9
downloaded,songs,8
songs,grew,5
grew,tenfold,7
tenfold,2004,7
2004,200,1
200,million,7
million,tracks,7
tracks,bought,6
bought,online,6
online,us,6
us,europe,5
europe,12,6
12,months,6
months,ifpi,6
ifpi,reported,7
reported,week,6
week,download,7
download,services,8
services,different,8
different,p2p,9
p2p,networks,8
networks,least,7
least,financial,8
financial,aspect,8
aspect,several,6
several,money,6
money,spinning,7
spinning,models,8
models,could,4
could,turn,4
turn,p2p,4
p2p,golden,6
golden,egg,6
egg,commercial,9
commercial,entertainment,11
entertainment,companies,10
companies,paid,6
paid,pass,2
pass,along,5
along,firms,5
firms,receive,7
receive,money,6
money,time,4
time,file,2
file,shared,5
shared,along,6
along,various,5
various,drm,6
drm,solutions,9
solutions,advertiser,8
advertiser,based,8
based,options,7
options,considered,8
considered,see,7
see,going,5
going,different,8
different,models,8
models,commoditising,9
commoditising,p2p,13
p2p,said,4
said,marc,3
marc,morgenstern,9
morgenstern,vice,10
vice,president,7
president,anti,8
anti,piracy,6
piracy,firm,4
firm,overpeer,7
overpeer,consumers,7
consumers,hungry,7
hungry,discover,8
discover,new,7
new,models,5
models,together,6
together,agreed,6
agreed,mr,5
mr,morgenstern,9
morgenstern,many,9
many,net,4
net,users,4
users,continue,8
continue,ignore,6
ignore,entertainment,11
entertainment,industry,11
industry,potential,8
potential,controlling,8
controlling,grip,9
grip,content,7
content,p2p,7
p2p,technology,10
technology,continuing,9
continuing,use,9
use,creations,8
creations,unsigned,8
unsigned,bands,7
bands,example,6
example,use,6
use,p2p,3
p2p,networks,8
networks,distribute,9
distribute,music,8
music,effectively,10
effectively,also,11
also,draws,4
draws,attention,9
attention,record,8
record,companies,9
companies,looking,7
looking,new,7
new,artists,7
artists,sign,6
sign,increasingly,9
increasingly,seeing,8
seeing,p2p,6
p2p,consumer,8
consumer,created,6
created,content,5
content,said,7
said,derek,5
derek,broes,4
broes,microsoft,7
microsoft,probably,8
probably,pay,5
pay,increasing,9
increasing,role,9
role,helping,6
helping,p2p,6
p2p,spread,5
spread,said,4
said,looking,6
looking,p2p,7
p2p,future,6
future,file,4
file,sharing,6
sharing,beginning,6
beginning,p2p,9
p2p,networks,8
networks,far,7
far,mr,2
mr,broes,4
broes,concerned,7
concerned,issues,8
issues,resolved,6
resolved,going,7
going,see,5
see,aggressive,8
aggressive,movement,9
movement,protect,6
protect,content,4
content,also,7
also,ways,3
ways,unimaginable,11
unimaginable,said,10
said,file,4
file,sharing,6
sharing,tip,6
tip,iceberg,7
iceberg,,7
big,war,3
war,games,4
games,battle,5
battle,arrival,7
arrival,new,7
new,titles,5
titles,popular,6
popular,medal,6
medal,honor,5
honor,call,5
call,duty,4
duty,franchises,10
franchises,leaves,7
leaves,fans,4
fans,wartime,6
wartime,battle,4
battle,titles,4
titles,spoilt,6
spoilt,choice,4
choice,acclaimed,6
acclaimed,pc,8
pc,title,5
title,call,4
call,duty,4
duty,updated,5
updated,console,7
console,formats,6
formats,building,8
building,many,7
many,original,7
original,elements,7
elements,part,7
part,long,4
long,running,5
running,medal,7
medal,honor,5
honor,series,6
series,added,5
added,pacific,6
pacific,assault,7
assault,pc,7
pc,catalogue,9
catalogue,adapting,7
adapting,console,8
console,game,6
game,rising,6
rising,sun,4
sun,call,4
call,duty,4
duty,finest,6
finest,hour,6
hour,casts,5
casts,succession,8
succession,allied,9
allied,soldiers,5
soldiers,fighting,8
fighting,world,8
world,war,3
war,2,3
2,battlefronts,12
battlefronts,including,10
including,russia,8
russia,north,6
north,africa,5
africa,traditional,8
traditional,first,10
first,person,4
person,viewed,6
viewed,game,5
game,lets,4
lets,control,6
control,one,5
one,character,8
character,midst,8
midst,unit,4
unit,cohorts,6
cohorts,constantly,7
constantly,bark,9
bark,orders,5
orders,near,5
near,identical,7
identical,note,8
note,medal,5
medal,honor,5
honor,pacific,7
pacific,assault,7
assault,make,6
make,feel,4
feel,part,4
part,tight,4
tight,knit,4
knit,team,4
team,plum,3
plum,middle,6
middle,action,6
action,arenas,5
arenas,war,5
war,pacific,6
pacific,battles,6
battles,including,9
including,guadalcanal,10
guadalcanal,pearl,9
pearl,harbour,6
harbour,play,7
play,one,4
one,character,8
character,throughout,9
throughout,raw,9
raw,rather,4
rather,talkative,7
talkative,us,9
us,soldier,7
soldier,games,6
games,rely,5
rely,carefully,5
carefully,stage,8
stage,managed,4
managed,structure,9
structure,keeps,9
keeps,things,5
things,ticking,4
ticking,along,5
along,works,5
works,brilliant,9
brilliant,device,8
device,make,5
make,feel,4
feel,part,4
part,story,4
story,tedious,6
tedious,winning,7
winning,moment,6
moment,early,6
early,scene,5
scene,pacific,6
pacific,assault,7
assault,come,7
come,attack,6
attack,famous,6
famous,us,4
us,base,3
base,hawaii,5
hawaii,first,6
first,ushered,6
ushered,gunboat,7
gunboat,attacking,9
attacking,incoming,6
incoming,waves,8
waves,japanese,5
japanese,planes,4
planes,made,4
made,descend,6
descend,sinking,6
sinking,battleship,10
battleship,rescue,8
rescue,crewman,5
crewman,seizing,6
seizing,anti,6
anti,aircraft,7
aircraft,guns,8
guns,one,3
one,finest,4
finest,set,4
set,pieces,5
pieces,ever,4
ever,seen,3
seen,video,4
video,game,4
game,notion,6
notion,shuffling,8
shuffling,player,9
player,along,5
along,studiously,9
studiously,pre,10
pre,determined,8
determined,path,9
path,forcibly,8
forcibly,witnessing,10
witnessing,series,8
series,pre,4
pre,set,3
set,moments,5
moments,action,7
action,perilous,6
perilous,business,6
business,make,7
make,whole,4
whole,affair,6
affair,feel,5
feel,stilted,6
stilted,rather,6
rather,organic,6
organic,genius,5
genius,something,7
something,like,8
like,half,4
half,life,4
life,2,4
2,skilfully,9
skilfully,disguises,8
disguises,linear,8
linear,plotting,7
plotting,various,8
various,means,6
means,misdirection,10
misdirection,pair,10
pair,games,4
games,really,5
really,accomplish,9
accomplish,concerned,9
concerned,imparting,9
imparting,full,9
full,atmospheric,11
atmospheric,experience,9
experience,call,10
call,duty,4
duty,comes,5
comes,suitably,8
suitably,bombastic,8
bombastic,score,9
score,overblown,8
overblown,presentation,10
presentation,finest,10
finest,hour,6
hour,similar,6
similar,determination,10
determination,framing,10
framing,everything,6
everything,moody,9
moody,wartime,7
wartime,music,6
music,archive,6
archive,footage,6
footage,lots,5
lots,reflective,8
reflective,voice,8
voice,overs,5
overs,letting,7
letting,play,7
play,number,6
number,different,7
different,roles,8
roles,interesting,9
interesting,ploy,11
ploy,adds,4
adds,new,4
new,dimensions,9
dimensions,call,10
call,duty,4
duty,endeavour,8
endeavour,even,7
even,sacrifices,9
sacrifices,narrative,6
narrative,flow,9
flow,somewhat,7
somewhat,game,6
game,drawback,7
drawback,could,8
could,said,4
said,format,6
format,tastes,6
tastes,differ,5
differ,wartime,7
wartime,shooters,7
shooters,often,5
often,seem,4
seem,work,4
work,better,6
better,pc,6
pc,mouse,5
mouse,control,6
control,big,7
big,reason,6
reason,along,4
along,sharper,6
sharper,graphics,7
graphics,top,7
top,end,3
end,computer,8
computer,muster,4
muster,apparent,7
apparent,notion,7
notion,pc,6
pc,games,5
games,allowed,6
allowed,get,6
get,away,4
away,bit,4
bit,subtlety,6
subtlety,call,7
call,duty,4
duty,pc,4
pc,detailed,8
detailed,plot,7
plot,wise,4
wise,graphically,10
graphically,new,11
new,adaptation,10
adaptation,feels,10
feels,little,5
little,rough,6
rough,ready,4
ready,targeting,7
targeting,ps2,9
ps2,controller,10
controller,proved,7
proved,tricky,5
tricky,helped,6
helped,unconvincing,12
unconvincing,collision,8
collision,detection,6
detection,shoot,8
shoot,enemy,5
enemy,repeatedly,7
repeatedly,zero,9
zero,question,6
question,aim,7
aim,yet,3
yet,bullets,5
bullets,refuse,7
refuse,hit,6
hit,checkpoints,8
checkpoints,far,11
far,get,3
get,shot,3
shot,happens,7
happens,regularly,9
regularly,set,8
set,harshly,6
harshly,far,5
far,back,3
back,find,4
find,covering,6
covering,vast,7
vast,tracts,4
tracts,scorched,7
scorched,earth,6
earth,game,4
game,wants,4
wants,challenge,7
challenge,many,7
many,players,6
players,like,5
like,dynamic,7
dynamic,battlefield,10
battlefield,simulator,10
simulator,experience,10
experience,even,7
even,refined,5
refined,pc,7
pc,parent,5
parent,sense,5
sense,part,5
part,action,5
action,thoroughly,9
thoroughly,impressive,9
impressive,games,8
games,feature,6
feature,military,6
military,colleagues,8
colleagues,disturbingly,12
disturbingly,bad,11
bad,shots,5
shots,prone,4
prone,odd,4
odd,behaviour,8
behaviour,pacific,7
pacific,assault,7
assault,particular,7
particular,commands,10
commands,comments,2
comments,irritatingly,11
irritatingly,meaningless,9
meaningless,teamwork,9
teamwork,element,7
element,titles,6
titles,like,4
like,superficial,10
superficial,designed,9
designed,add,7
add,atmosphere,9
atmosphere,camaraderie,7
camaraderie,rather,8
rather,affect,5
affect,gameplay,7
gameplay,mechanics,8
mechanics,two,9
two,games,5
games,pacific,6
pacific,assault,7
assault,gets,7
gets,things,5
things,right,5
right,including,9
including,little,8
little,points,5
points,like,5
like,auto,4
auto,saving,5
saving,intelligently,11
intelligently,tidier,10
tidier,presentation,10
presentation,engages,9
engages,well,7
well,also,4
also,looks,4
looks,wonderful,8
wonderful,making,9
making,lush,6
lush,tropical,8
tropical,settings,7
settings,reminiscent,8
reminiscent,glorious,10
glorious,far,7
far,cry,3
cry,although,8
although,ramp,8
ramp,settings,8
settings,high,6
high,spec,4
spec,machine,7
machine,get,7
get,finest,4
finest,hour,6
hour,means,5
means,bad,4
bad,pc,3
pc,original,8
original,dazzling,7
dazzling,version,7
version,sometimes,8
sometimes,feels,7
feels,underwhelming,10
underwhelming,looking,10
looking,wartime,6
wartime,game,4
game,plenty,6
plenty,atmosphere,9
atmosphere,hearty,9
hearty,abundance,8
abundance,enemies,8
enemies,shoot,7
shoot,contented,8
contented,also,9
also,niggling,7
niggling,puzzlement,8
puzzlement,break,9
break,little,6
little,ground,6
ground,rather,6
rather,competent,8
competent,,9
doors,open,4
open,biggest,6
biggest,gadget,4
gadget,fair,5
fair,thousands,8
thousands,technology,9
technology,lovers,9
lovers,industry,7
industry,experts,7
experts,gathered,6
gathered,las,7
las,vegas,3
vegas,annual,5
annual,consumer,6
consumer,electronics,10
electronics,show,10
show,ces,4
ces,fair,4
fair,showcases,8
showcases,latest,7
latest,technologies,10
technologies,gadgets,10
gadgets,hit,6
hit,shops,4
shops,next,5
next,year,3
year,50,4
50,0,2
0,new,3
new,products,8
products,unveiled,8
unveiled,show,8
show,unfolds,6
unfolds,microsoft,8
microsoft,chief,7
chief,bill,4
bill,gates,5
gates,make,3
make,pre,3
pre,show,4
show,keynote,6
keynote,speech,7
speech,wednesday,8
wednesday,expected,7
expected,announce,8
announce,details,8
details,next,6
next,generation,7
generation,xbox,9
xbox,thrust,6
thrust,year,6
year,show,4
show,technologies,10
technologies,put,12
put,people,5
people,charge,5
charge,multimedia,9
multimedia,content,8
content,store,6
store,listen,5
listen,watch,5
watch,want,3
want,devices,7
devices,time,5
time,anywhere,7
anywhere,120,8
120,0,2
0,people,6
people,expected,6
expected,attend,6
attend,trade,5
trade,show,5
show,stretches,7
stretches,1,9
1,5,1
5,million,7
million,square,7
square,feet,6
feet,highlights,9
highlights,include,8
include,latest,7
latest,trends,6
trends,digital,7
digital,imaging,6
imaging,storage,7
storage,technologies,9
technologies,thinner,9
thinner,flat,7
flat,screen,6
screen,high,6
high,definition,9
definition,tvs,9
tvs,wireless,7
wireless,portable,7
portable,technologies,10
technologies,gaming,10
gaming,broadband,7
broadband,technologies,11
technologies,show,10
show,also,4
also,includes,7
includes,several,8
several,speeches,6
speeches,key,7
key,technology,8
technology,companies,10
companies,intel,7
intel,microsoft,8
microsoft,hewlett,8
hewlett,packard,7
packard,among,6
among,others,6
others,story,4
story,year,4
year,remains,5
remains,digital,7
digital,completely,8
completely,transforming,12
transforming,revolutionising,11
revolutionising,products,12
products,way,8
way,people,6
people,interact,7
interact,jeff,7
jeff,joseph,4
joseph,consumer,6
consumer,electronics,10
electronics,association,10
association,cea,9
cea,told,4
told,bbc,4
bbc,news,4
news,website,5
website,personalisation,11
personalisation,taking,13
taking,mp3,6
mp3,player,6
player,creating,7
creating,playlist,7
playlist,taking,6
taking,digital,6
digital,video,6
video,recorder,6
recorder,watch,8
watch,want,3
want,watch,3
watch,longer,6
longer,whim,6
whim,broadcasters,12
broadcasters,consumer,9
consumer,electronics,10
electronics,gadgets,10
gadgets,phenomenal,9
phenomenal,year,8
year,2004,4
2004,according,9
according,figures,8
figures,released,7
released,ces,6
ces,organisers,8
organisers,cea,9
cea,tuesday,5
tuesday,gadget,7
gadget,explosion,9
explosion,signalled,9
signalled,strongest,8
strongest,growth,7
growth,yet,5
yet,us,3
us,2004,4
2004,shipments,9
shipments,consumer,8
consumer,electronics,10
electronics,rose,9
rose,almost,4
almost,11,6
11,2003,4
2003,2004,1
2004,trend,5
trend,predicted,6
predicted,continue,7
continue,according,6
according,cea,8
cea,analysts,7
analysts,wholesale,7
wholesale,shipments,8
shipments,consumer,8
consumer,technologies,9
technologies,expected,10
expected,grow,8
grow,11,4
11,2005,4
2005,fastest,7
fastest,growing,7
growing,technologies,10
technologies,2004,12
2004,included,8
included,blank,7
blank,dvd,5
dvd,media,4
media,liquid,5
liquid,crystal,7
crystal,display,6
display,lcd,6
lcd,tvs,3
tvs,digital,6
digital,video,6
video,recorders,7
recorders,dvrs,6
dvrs,portable,7
portable,music,8
music,players,7
players,year,5
year,really,4
really,begin,5
begin,see,4
see,come,3
come,life,3
life,call,4
call,place,4
place,shifting,8
shifting,pvr,8
pvr,personal,6
personal,video,7
video,recorder,6
recorder,living,8
living,room,6
room,move,3
move,content,5
content,around,6
around,house,4
house,exhibitors,8
exhibitors,showcasing,10
showcasing,take,9
take,content,6
content,anywhere,7
anywhere,said,8
said,mr,4
mr,joseph,6
joseph,said,5
said,products,7
products,making,8
making,waves,5
waves,next,5
next,year,3
year,democratisation,13
democratisation,content,12
content,devices,7
devices,technologies,9
technologies,give,10
give,people,5
people,freedom,6
freedom,music,7
music,video,5
video,images,5
images,also,5
also,focus,5
focus,design,6
design,technologies,10
technologies,following,9
following,lead,8
lead,apple,5
apple,ipod,4
ipod,made,4
made,ease,2
ease,use,2
use,good,4
good,looks,3
looks,appeal,6
appeal,wider,5
wider,range,5
range,people,5
people,key,5
key,concern,6
concern,cea,5
cea,predicted,7
predicted,would,8
would,several,7
several,key,6
key,technology,8
technology,trends,8
trends,watch,6
watch,coming,6
coming,year,6
year,gaming,6
gaming,would,6
would,continue,7
continue,thrive,6
thrive,especially,9
especially,mobile,8
mobile,devices,5
devices,would,7
would,reach,5
reach,diverse,6
diverse,gamers,4
gamers,women,4
women,games,3
games,consoles,6
consoles,sales,4
sales,declining,8
declining,launch,8
launch,next,6
next,generation,7
generation,consoles,9
consoles,microsoft,7
microsoft,xbox,8
xbox,playstation,10
playstation,could,11
could,buoy,4
buoy,sales,5
sales,although,7
although,widely,8
widely,predicted,8
predicted,mr,8
mr,gates,5
gates,would,5
would,showcasing,9
showcasing,new,9
new,xbox,4
xbox,media,5
media,reports,6
reports,cast,6
cast,doubt,4
doubt,would,3
would,talking,7
talking,keynote,7
keynote,suggested,7
suggested,announcement,10
announcement,may,11
may,take,3
take,place,3
place,games,4
games,developers,8
developers,conference,10
conference,summer,8
summer,instead,6
instead,52,7
52,us,2
us,homes,4
homes,expected,7
expected,home,7
home,networks,7
networks,cea,7
cea,suggested,8
suggested,hard,8
hard,drive,5
drive,boxes,5
boxes,media,5
media,servers,6
servers,capable,7
capable,storing,7
storing,thousands,7
thousands,images,7
images,video,5
video,audio,3
audio,files,5
files,accessed,6
accessed,devices,7
devices,around,7
around,home,5
home,commonplace,8
commonplace,portable,8
portable,devices,8
devices,combine,6
combine,mobile,3
mobile,telephony,9
telephony,digital,9
digital,music,6
music,video,5
video,players,6
players,also,6
also,popular,6
popular,2005,7
2005,popularity,10
popularity,driven,9
driven,multimedia,8
multimedia,content,8
content,services,8
services,let,7
let,people,5
people,watch,6
watch,listen,5
listen,films,5
films,tv,5
tv,audio,5
audio,wherever,8
wherever,means,7
means,storage,6
storage,technologies,9
technologies,demand,10
demand,external,7
external,hard,7
hard,drives,6
drives,flash,6
flash,memory,6
memory,like,6
like,sd,4
sd,cards,4
cards,ces,3
ces,runs,3
runs,officially,10
officially,6,10
6,9,1
9,january,7
january,,7
file,swappers,7
swappers,ready,7
ready,new,4
new,network,4
network,legal,6
legal,attacks,6
attacks,websites,7
websites,help,7
help,people,4
people,swap,5
swap,pirated,6
pirated,films,6
films,forced,5
forced,development,9
development,system,10
system,could,6
could,harder,6
harder,shut,6
shut,one,4
one,site,3
site,behind,5
behind,success,7
success,bittorrent,9
bittorrent,file,8
file,swapping,7
swapping,system,7
system,producing,9
producing,software,8
software,avoids,8
avoids,pitfalls,7
pitfalls,earlier,8
earlier,program,7
program,test,7
test,version,5
version,new,6
new,exeem,4
exeem,program,6
program,released,7
released,late,5
late,january,6
january,doubts,6
doubts,remain,6
remain,new,5
new,networks,5
networks,ability,8
ability,ensure,7
ensure,files,6
files,swapped,6
swapped,quality,6
quality,copies,6
copies,late,5
late,december,7
december,movie,7
movie,studios,6
studios,launched,7
launched,legal,7
legal,campaign,7
campaign,websites,8
websites,helped,6
helped,people,4
people,swap,5
swap,pirated,6
pirated,movies,6
movies,using,5
using,bittorrent,9
bittorrent,network,7
network,legal,6
legal,campaign,7
campaign,worked,8
worked,way,5
way,bittorrent,10
bittorrent,organised,9
organised,file,7
file,sharing,6
sharing,system,6
system,relies,5
relies,links,4
links,called,6
called,trackers,6
trackers,point,8
point,users,5
users,others,3
others,happy,6
